name,year,month,infection,forest cover,population,area,oro_temp,juntamoji_temp,debesuotumas,slegis_juros_lyg,santyk_oro_dregme,kritutliu_kiekis
Druskininkų sav.,2018,2,0,69.4,20288.0,453.0,-5.222023809523809,-8.718601190476189,78.5839636913767,1021.321875,83.56696428571429,14.9
Lazdijų r. sav.,2018,2,0,36.0,19501.0,1306.0,-5.222023809523809,-8.718601190476189,78.5839636913767,1021.321875,83.56696428571429,14.9
Varėnos r. sav.,2018,2,0,69.0,22280.0,2216.0,-5.624107142857143,-7.908184523809524,81.85457271364318,1021.2927083333332,81.04315476190476,28.9
Alytaus apskritis,2018,2,0,49.5,142179.0,5418.0,-5.624107142857143,-7.908184523809524,81.85457271364318,1021.2927083333332,81.04315476190476,28.9
Birštono sav.,2018,2,0,47.1,4249.0,122.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Jonavos r. sav.,2018,2,0,41.3,42580.0,944.0,-6.905059523809523,-9.80282738095238,77.16842105263157,1021.6019345238096,83.12202380952381,25.1
Kaišiadorių r. sav.,2018,2,0,33.0,30835.0,1087.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Kauno m. sav.,2018,2,3,17.5,292823.0,157.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Kauno r. sav.,2018,2,2,32.3,88825.0,1496.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Kėdainių r. sav.,2018,2,0,25.1,47694.0,1677.0,-6.190625000000001,-9.553720238095238,75.20833333333333,1021.7754464285714,84.14285714285714,16.2
Prienų r. sav.,2018,2,1,27.8,26482.0,1033.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Raseinių r. sav.,2018,2,0,24.0,32959.0,1573.0,-6.580357142857143,-11.133333333333336,77.21583850931677,1021.4559523809525,83.9672619047619,20.3
Kauno apskritis,2018,2,6,29.7,566447.0,8087.0,-5.927827380952381,-9.67232142857143,76.55623100303951,1021.3849702380952,86.16815476190476,24.3
Klaipėdos m. sav.,2018,2,1,19.8,151917.0,98.0,-4.855357142857143,-8.340327380952381,65.25189681335357,1021.253869047619,83.08928571428571,24.9
Klaipėdos r. sav.,2018,2,0,26.5,52150.0,1323.0,-4.855357142857143,-8.340327380952381,65.25189681335357,1021.253869047619,83.08928571428571,24.9
Kretingos r. sav.,2018,2,0,35.0,38219.0,989.0,-4.855357142857143,-8.340327380952381,65.25189681335357,1021.253869047619,83.08928571428571,24.9
Neringos sav.,2018,2,0,53.7,3193.0,139.0,-4.423214285714286,-7.99375,56.57142857142857,1021.209226190476,82.71428571428571,33.1
Palangos m. sav.,2018,2,1,39.3,15676.0,79.0,-4.855357142857143,-8.340327380952381,65.25189681335357,1021.253869047619,83.08928571428571,24.9
Šilutės r. sav.,2018,2,1,42.1,40069.0,1682.0,-5.670491803278689,-8.287183308494784,63.743431221020096,1021.4510416666666,82.45454545454545,30.4
Skuodo r. sav.,2018,2,0,10.9,17400.0,911.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Klaipėdos apskritis,2018,2,3,26.6,318624.0,5222.0,-4.855357142857143,-8.340327380952381,65.25189681335357,1021.253869047619,83.08928571428571,24.9
Marijampolės r. sav.,2018,2,1,,,,-5.190773809523809,-8.551785714285714,73.11607142857143,1021.2696428571428,83.21130952380952,12.2
Šakių r. sav.,2018,2,0,23.0,28428.0,1454.0,-5.190773809523809,-8.551785714285714,73.11607142857143,1021.2696428571428,83.21130952380952,12.2
Vilkaviškio r. sav.,2018,2,0,10.9,36900.0,1262.0,-5.190773809523809,-8.551785714285714,73.11607142857143,1021.2696428571428,83.21130952380952,12.2
Marijampolės apskritis,2018,2,1,22.0,143567.0,4465.0,-5.190773809523809,-8.551785714285714,73.11607142857143,1021.2696428571428,83.21130952380952,12.2
Biržų r. sav.,2018,2,0,27.7,24393.0,1476.0,-7.230654761904762,-9.490922619047618,72.43297380585516,1021.7860119047618,87.97619047619048,15.0
Kupiškio r. sav.,2018,2,0,30.0,17462.0,1080.0,-6.563244047619048,-9.586011904761904,75.53076923076924,1021.7028273809524,84.07738095238095,19.1
Panevėžio r. sav.,2018,2,2,35.4,35966.0,2177.0,-6.563244047619048,-9.586011904761904,75.53076923076924,1021.7028273809524,84.07738095238095,19.1
Panevėžio m. sav.,2018,2,6,1.6,91061.0,50.0,-6.563244047619048,-9.586011904761904,75.53076923076924,1021.7028273809524,84.07738095238095,19.1
Pasvalio r. sav.,2018,2,0,17.2,24493.0,1289.0,-7.230654761904762,-9.490922619047618,72.43297380585516,1021.7860119047618,87.97619047619048,15.0
Rokiškio r. sav.,2018,2,1,29.8,30378.0,1806.0,-6.9087797619047615,-8.749851190476189,79.203007518797,1021.6480654761904,82.15922619047619,19.0
Panevėžio apskritis,2018,2,9,28.7,223753.0,7878.0,-7.230654761904762,-9.490922619047618,72.43297380585516,1021.7860119047618,87.97619047619048,15.0
Akmenės r. sav.,2018,2,0,32.7,20365.0,844.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Joniškio r. sav.,2018,2,0,20.0,21868.0,1152.0,-6.648809523809524,-9.015922619047618,72.8429003021148,1021.756101190476,87.61755952380952,15.6
Kelmės r. sav.,2018,2,0,32.7,27689.0,1705.0,-6.580357142857143,-11.133333333333336,77.21583850931677,1021.4559523809525,83.9672619047619,20.3
Radviliškio r. sav.,2018,2,0,26.0,36790.0,1634.0,-6.648809523809524,-9.015922619047618,72.8429003021148,1021.756101190476,87.61755952380952,15.6
Šiaulių m. sav.,2018,2,0,6.0,100824.0,82.0,-6.648809523809524,-9.015922619047618,72.8429003021148,1021.756101190476,87.61755952380952,15.6
Šiaulių r. sav.,2018,2,0,35.3,41137.0,1806.0,-6.648809523809524,-9.015922619047618,72.8429003021148,1021.756101190476,87.61755952380952,15.6
Šiaulių apskritis,2018,2,0,28.1,268546.0,8537.0,-6.648809523809524,-9.015922619047618,72.8429003021148,1021.756101190476,87.61755952380952,15.6
Jurbarko r. sav.,2018,2,0,38.1,26690.0,1506.0,-6.580357142857143,-11.133333333333336,77.21583850931677,1021.4559523809525,83.9672619047619,20.3
Šilalės r. sav.,2018,2,5,28.7,23403.0,1188.0,-7.026488095238095,-11.10892857142857,71.03770491803279,1021.5410714285714,86.48363095238095,29.5
Tauragės r. sav.,2018,2,1,38.7,39422.0,1179.0,-7.026488095238095,-11.10892857142857,71.03770491803279,1021.5410714285714,86.48363095238095,29.5
Tauragės apskritis,2018,2,6,33.2,97565.0,4408.0,-7.026488095238095,-11.10892857142857,71.03770491803279,1021.5410714285714,86.48363095238095,29.5
Mažeikių r. sav.,2018,2,1,29.7,53275.0,1220.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Plungės r. sav.,2018,2,1,36.4,34611.0,1105.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Telšių r. sav.,2018,2,0,35.6,41805.0,1439.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Telšių apskritis,2018,2,2,36.7,137417.0,4349.0,-6.286458333333333,-9.833333333333334,73.54823889739663,1021.6462797619048,83.4375,10.4
Anykščių r. sav.,2018,2,1,33.2,24703.0,1764.0,-6.9087797619047615,-8.749851190476189,79.203007518797,1021.6480654761904,82.15922619047619,19.0
Ignalinos r. sav.,2018,2,1,36.6,15831.0,1441.0,-7.471875000000001,-9.845535714285711,77.9060606060606,1021.7142857142856,83.64285714285714,22.4
Molėtų r. sav.,2018,2,1,31.6,18158.0,1367.0,-6.9087797619047615,-8.749851190476189,79.203007518797,1021.6480654761904,82.15922619047619,19.0
Utenos r. sav.,2018,2,0,33.7,38366.0,1230.0,-6.9087797619047615,-8.749851190476189,79.203007518797,1021.6480654761904,82.15922619047619,19.0
Visagino sav.,2018,2,1,57.5,19890.0,58.0,-7.471875000000001,-9.845535714285711,77.9060606060606,1021.7142857142856,83.64285714285714,22.4
Zarasų r. sav.,2018,2,0,37.8,16020.0,1331.0,-7.471875000000001,-9.845535714285711,77.9060606060606,1021.7142857142856,83.64285714285714,22.4
Utenos apskritis,2018,2,4,34.7,132968.0,7191.0,-6.9087797619047615,-8.749851190476189,79.203007518797,1021.6480654761904,82.15922619047619,19.0
Šalčininkų r. sav.,2018,2,0,48.5,31363.0,1493.0,-6.163244047619047,-8.904761904761905,80.8936170212766,1021.4220238095238,83.31994047619048,35.8
Širvintų r. sav.,2018,2,0,33.5,15767.0,905.0,-6.905059523809523,-9.80282738095238,77.16842105263157,1021.6019345238096,83.12202380952381,25.1
Švenčionių r. sav.,2018,2,1,60.2,24238.0,1691.0,-7.471875000000001,-9.845535714285711,77.9060606060606,1021.7142857142856,83.64285714285714,22.4
Trakų r. sav.,2018,2,0,50.5,31759.0,1207.0,-6.163244047619047,-8.904761904761905,80.8936170212766,1021.4220238095238,83.31994047619048,35.8
Ukmergės r. sav.,2018,2,1,32.9,35427.0,1395.0,-6.905059523809523,-9.80282738095238,77.16842105263157,1021.6019345238096,83.12202380952381,25.1
Vilniaus r. sav.,2018,2,2,41.7,92776.0,2129.0,-6.163244047619047,-8.904761904761905,80.8936170212766,1021.4220238095238,83.31994047619048,35.8
Vilniaus m. sav.,2018,2,13,34.6,540623.0,400.0,-6.163244047619047,-8.904761904761905,80.8936170212766,1021.4220238095238,83.31994047619048,35.8
Vilniaus apskritis,2018,2,17,44.3,795134.0,9730.0,-6.163244047619047,-8.904761904761905,80.8936170212766,1021.4220238095238,83.31994047619048,35.8
Alytaus r. sav.,2018,3,0,25.1,26114.0,1403.0,-2.118951612903226,-3.9615591397849466,62.91924629878869,1010.9783602150538,72.81989247311827,24.0
Alytaus m. sav.,2018,3,0,32.5,53996.0,39.0,-2.118951612903226,-3.9615591397849466,62.91924629878869,1010.9783602150538,72.81989247311827,24.0
Druskininkų sav.,2018,3,0,69.4,20288.0,453.0,-1.5821236559139784,-4.216129032258065,62.177111716621255,1010.8033602150535,74.2513440860215,16.6
Lazdijų r. sav.,2018,3,0,36.0,19501.0,1306.0,-1.5821236559139784,-4.216129032258065,62.177111716621255,1010.8033602150535,74.2513440860215,16.6
Varėnos r. sav.,2018,3,0,69.0,22280.0,2216.0,-2.118951612903226,-3.9615591397849466,62.91924629878869,1010.9783602150538,72.81989247311827,24.0
Alytaus apskritis,2018,3,0,49.5,142179.0,5418.0,-2.118951612903226,-3.9615591397849466,62.91924629878869,1010.9783602150538,72.81989247311827,24.0
Birštono sav.,2018,3,0,47.1,4249.0,122.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Jonavos r. sav.,2018,3,0,41.3,42580.0,944.0,-2.0325268817204303,-5.019086021505376,58.35800807537012,1011.075806451613,72.39516129032258,20.2
Kaišiadorių r. sav.,2018,3,0,33.0,30835.0,1087.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Kauno m. sav.,2018,3,0,17.5,292823.0,157.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Kauno r. sav.,2018,3,0,32.3,88825.0,1496.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Kėdainių r. sav.,2018,3,0,25.1,47694.0,1677.0,-1.8388440860215047,-4.994489247311828,57.55238095238095,1011.1620967741936,75.4274193548387,17.3
Prienų r. sav.,2018,3,0,27.8,26482.0,1033.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Raseinių r. sav.,2018,3,0,24.0,32959.0,1573.0,-2.322311827956989,-6.731586021505376,61.847527472527474,1010.7780913978496,76.11155913978494,16.0
Kauno apskritis,2018,3,0,29.7,566447.0,8087.0,-1.7043010752688172,-5.25994623655914,58.10526315789474,1010.8288978494624,75.67069892473118,22.1
Klaipėdos m. sav.,2018,3,0,19.8,151917.0,98.0,-0.9111559139784946,-4.062096774193548,61.11338797814208,1010.5118279569894,75.50403225806451,19.0
Klaipėdos r. sav.,2018,3,0,26.5,52150.0,1323.0,-0.9111559139784946,-4.062096774193548,61.11338797814208,1010.5118279569894,75.50403225806451,19.0
Kretingos r. sav.,2018,3,0,35.0,38219.0,989.0,-0.9111559139784946,-4.062096774193548,61.11338797814208,1010.5118279569894,75.50403225806451,19.0
Neringos sav.,2018,3,0,53.7,3193.0,139.0,-1.2864247311827957,-4.785618279569892,57.42524005486968,1010.4282258064516,76.97043010752688,18.5
Palangos m. sav.,2018,3,1,39.3,15676.0,79.0,-0.9111559139784946,-4.062096774193548,61.11338797814208,1010.5118279569894,75.50403225806451,19.0
Šilutės r. sav.,2018,3,0,42.1,40069.0,1682.0,-1.4856182795698925,-4.533198924731183,63.33921302578019,1010.5836021505376,74.45967741935483,18.9
Skuodo r. sav.,2018,3,0,10.9,17400.0,911.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Klaipėdos apskritis,2018,3,1,26.6,318624.0,5222.0,-0.9111559139784946,-4.062096774193548,61.11338797814208,1010.5118279569894,75.50403225806451,19.0
Marijampolės r. sav.,2018,3,1,,,,-1.380510752688172,-4.262634408602151,60.689890710382514,1010.5641129032256,75.40591397849462,14.0
Šakių r. sav.,2018,3,0,23.0,28428.0,1454.0,-1.380510752688172,-4.262634408602151,60.689890710382514,1010.5641129032256,75.40591397849462,14.0
Vilkaviškio r. sav.,2018,3,1,10.9,36900.0,1262.0,-1.380510752688172,-4.262634408602151,60.689890710382514,1010.5641129032256,75.40591397849462,14.0
Marijampolės apskritis,2018,3,2,22.0,143567.0,4465.0,-1.380510752688172,-4.262634408602151,60.689890710382514,1010.5641129032256,75.40591397849462,14.0
Biržų r. sav.,2018,3,0,27.7,24393.0,1476.0,-2.1979838709677417,-5.252284946236559,58.7891156462585,1011.0395161290324,76.69354838709677,17.2
Kupiškio r. sav.,2018,3,2,30.0,17462.0,1080.0,-1.8123655913978496,-5.108064516129033,58.201369863013696,1011.0625,72.75806451612904,21.5
Panevėžio r. sav.,2018,3,1,35.4,35966.0,2177.0,-1.8123655913978496,-5.108064516129033,58.201369863013696,1011.0625,72.75806451612904,21.5
Panevėžio m. sav.,2018,3,1,1.6,91061.0,50.0,-1.8123655913978496,-5.108064516129033,58.201369863013696,1011.0625,72.75806451612904,21.5
Pasvalio r. sav.,2018,3,0,17.2,24493.0,1289.0,-2.1979838709677417,-5.252284946236559,58.7891156462585,1011.0395161290324,76.69354838709677,17.2
Rokiškio r. sav.,2018,3,0,29.8,30378.0,1806.0,-2.244758064516129,-4.720430107526882,61.22745625841184,1011.1551075268818,71.20564516129032,24.4
Panevėžio apskritis,2018,3,4,28.7,223753.0,7878.0,-2.1979838709677417,-5.252284946236559,58.7891156462585,1011.0395161290324,76.69354838709677,17.2
Akmenės r. sav.,2018,3,0,32.7,20365.0,844.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Joniškio r. sav.,2018,3,0,20.0,21868.0,1152.0,-2.029166666666667,-4.872446236559139,62.990463215258856,1011.0094086021504,75.92204301075269,12.8
Kelmės r. sav.,2018,3,0,32.7,27689.0,1705.0,-2.322311827956989,-6.731586021505376,61.847527472527474,1010.7780913978496,76.11155913978494,16.0
Radviliškio r. sav.,2018,3,0,26.0,36790.0,1634.0,-2.029166666666667,-4.872446236559139,62.990463215258856,1011.0094086021504,75.92204301075269,12.8
Šiaulių m. sav.,2018,3,0,6.0,100824.0,82.0,-2.029166666666667,-4.872446236559139,62.990463215258856,1011.0094086021504,75.92204301075269,12.8
Šiaulių r. sav.,2018,3,0,35.3,41137.0,1806.0,-2.029166666666667,-4.872446236559139,62.990463215258856,1011.0094086021504,75.92204301075269,12.8
Šiaulių apskritis,2018,3,1,28.1,268546.0,8537.0,-2.029166666666667,-4.872446236559139,62.990463215258856,1011.0094086021504,75.92204301075269,12.8
Jurbarko r. sav.,2018,3,0,38.1,26690.0,1506.0,-2.322311827956989,-6.731586021505376,61.847527472527474,1010.7780913978496,76.11155913978494,16.0
Šilalės r. sav.,2018,3,0,28.7,23403.0,1188.0,-2.507258064516129,-6.96760752688172,60.56348074179744,1010.7279569892472,77.16532258064517,17.3
Tauragės r. sav.,2018,3,3,38.7,39422.0,1179.0,-2.507258064516129,-6.96760752688172,60.56348074179744,1010.7279569892472,77.16532258064517,17.3
Tauragės apskritis,2018,3,3,33.2,97565.0,4408.0,-2.507258064516129,-6.96760752688172,60.56348074179744,1010.7279569892472,77.16532258064517,17.3
Mažeikių r. sav.,2018,3,0,29.7,53275.0,1220.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Plungės r. sav.,2018,3,0,36.4,34611.0,1105.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Telšių r. sav.,2018,3,0,35.6,41805.0,1439.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Telšių apskritis,2018,3,0,36.7,137417.0,4349.0,-2.19260752688172,-5.898655913978495,60.47361111111111,1010.857258064516,74.44489247311827,10.4
Anykščių r. sav.,2018,3,0,33.2,24703.0,1764.0,-2.244758064516129,-4.720430107526882,61.22745625841184,1011.1551075268818,71.20564516129032,24.4
Ignalinos r. sav.,2018,3,0,36.6,15831.0,1441.0,-2.688440860215054,-6.05752688172043,58.81360544217687,1011.2744623655914,71.72043010752688,19.4
Molėtų r. sav.,2018,3,1,31.6,18158.0,1367.0,-2.244758064516129,-4.720430107526882,61.22745625841184,1011.1551075268818,71.20564516129032,24.4
Utenos r. sav.,2018,3,0,33.7,38366.0,1230.0,-2.244758064516129,-4.720430107526882,61.22745625841184,1011.1551075268818,71.20564516129032,24.4
Visagino sav.,2018,3,0,57.5,19890.0,58.0,-2.688440860215054,-6.05752688172043,58.81360544217687,1011.2744623655914,71.72043010752688,19.4
Zarasų r. sav.,2018,3,1,37.8,16020.0,1331.0,-2.688440860215054,-6.05752688172043,58.81360544217687,1011.2744623655914,71.72043010752688,19.4
Utenos apskritis,2018,3,2,34.7,132968.0,7191.0,-2.244758064516129,-4.720430107526882,61.22745625841184,1011.1551075268818,71.20564516129032,24.4
Šalčininkų r. sav.,2018,3,0,48.5,31363.0,1493.0,-2.0305107526881723,-4.807123655913978,59.52732240437158,1011.1100806451614,71.11021505376344,20.8
Širvintų r. sav.,2018,3,0,33.5,15767.0,905.0,-2.0325268817204303,-5.019086021505376,58.35800807537012,1011.075806451613,72.39516129032258,20.2
Švenčionių r. sav.,2018,3,1,60.2,24238.0,1691.0,-2.688440860215054,-6.05752688172043,58.81360544217687,1011.2744623655914,71.72043010752688,19.4
Trakų r. sav.,2018,3,0,50.5,31759.0,1207.0,-2.0305107526881723,-4.807123655913978,59.52732240437158,1011.1100806451614,71.11021505376344,20.8
Ukmergės r. sav.,2018,3,1,32.9,35427.0,1395.0,-2.0325268817204303,-5.019086021505376,58.35800807537012,1011.075806451613,72.39516129032258,20.2
Vilniaus r. sav.,2018,3,0,41.7,92776.0,2129.0,-2.0305107526881723,-4.807123655913978,59.52732240437158,1011.1100806451614,71.11021505376344,20.8
Vilniaus m. sav.,2018,3,8,34.6,540623.0,400.0,-2.0305107526881723,-4.807123655913978,59.52732240437158,1011.1100806451614,71.11021505376344,20.8
Vilniaus apskritis,2018,3,10,44.3,795134.0,9730.0,-2.0305107526881723,-4.807123655913978,59.52732240437158,1011.1100806451614,71.11021505376344,20.8
Alytaus r. sav.,2018,7,0,25.1,26114.0,1403.0,19.897983870967742,19.991129032258065,60.13037634408602,1011.5309139784946,77.1760752688172,97.6
Alytaus m. sav.,2018,7,2,32.5,53996.0,39.0,19.897983870967742,19.991129032258065,60.13037634408602,1011.5309139784946,77.1760752688172,97.6
Druskininkų sav.,2018,7,1,69.4,20288.0,453.0,20.0752688172043,20.15685483870968,53.21399730820996,1011.9346774193548,75.53629032258064,89.5
Lazdijų r. sav.,2018,7,2,36.0,19501.0,1306.0,20.0752688172043,20.15685483870968,53.21399730820996,1011.9346774193548,75.53629032258064,89.5
Varėnos r. sav.,2018,7,5,69.0,22280.0,2216.0,19.897983870967742,19.991129032258065,60.13037634408602,1011.5309139784946,77.1760752688172,97.6
Alytaus apskritis,2018,7,10,49.5,142179.0,5418.0,19.897983870967742,19.991129032258065,60.13037634408602,1011.5309139784946,77.1760752688172,97.6
Birštono sav.,2018,7,1,47.1,4249.0,122.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Jonavos r. sav.,2018,7,6,41.3,42580.0,944.0,19.788709677419355,19.887096774193548,55.71447902571042,1011.8185483870968,77.47311827956989,88.9
Kaišiadorių r. sav.,2018,7,1,33.0,30835.0,1087.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Kauno m. sav.,2018,7,58,17.5,292823.0,157.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Kauno r. sav.,2018,7,11,32.3,88825.0,1496.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Kėdainių r. sav.,2018,7,1,25.1,47694.0,1677.0,20.524327956989247,20.629301075268817,48.45196211096076,1012.1862903225806,73.27284946236558,83.3
Prienų r. sav.,2018,7,6,27.8,26482.0,1033.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Raseinių r. sav.,2018,7,1,24.0,32959.0,1573.0,20.1872311827957,20.251881720430102,52.52901484480432,1012.124059139785,73.03494623655914,54.6
Kauno apskritis,2018,7,85,29.7,566447.0,8087.0,20.24301075268817,20.33010752688172,52.928763440860216,1011.8510752688172,75.41801075268818,137.5
Klaipėdos m. sav.,2018,7,5,19.8,151917.0,98.0,19.34072580645161,19.469489247311827,45.75977653631285,1013.0948924731182,82.50806451612904,58.3
Klaipėdos r. sav.,2018,7,2,26.5,52150.0,1323.0,19.34072580645161,19.469489247311827,45.75977653631285,1013.0948924731182,82.50806451612904,58.3
Kretingos r. sav.,2018,7,7,35.0,38219.0,989.0,19.34072580645161,19.469489247311827,45.75977653631285,1013.0948924731182,82.50806451612904,58.3
Neringos sav.,2018,7,0,53.7,3193.0,139.0,20.509811827956987,20.7489247311828,38.10618279569893,1012.980241935484,80.15725806451613,61.2
Palangos m. sav.,2018,7,1,39.3,15676.0,79.0,19.34072580645161,19.469489247311827,45.75977653631285,1013.0948924731182,82.50806451612904,58.3
Šilutės r. sav.,2018,7,0,42.1,40069.0,1682.0,19.90322580645161,20.06774193548387,49.36986301369863,1012.83373655914,78.34408602150538,138.5
Skuodo r. sav.,2018,7,2,10.9,17400.0,911.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Klaipėdos apskritis,2018,7,17,26.6,318624.0,5222.0,19.34072580645161,19.469489247311827,45.75977653631285,1013.0948924731182,82.50806451612904,58.3
Marijampolės r. sav.,2018,7,3,,,,20.108602150537635,20.238440860215054,50.74084124830394,1012.1403225806451,76.73521505376344,136.6
Šakių r. sav.,2018,7,3,23.0,28428.0,1454.0,20.108602150537635,20.238440860215054,50.74084124830394,1012.1403225806451,76.73521505376344,136.6
Vilkaviškio r. sav.,2018,7,1,10.9,36900.0,1262.0,20.108602150537635,20.238440860215054,50.74084124830394,1012.1403225806451,76.73521505376344,136.6
Marijampolės apskritis,2018,7,7,22.0,143567.0,4465.0,20.108602150537635,20.238440860215054,50.74084124830394,1012.1403225806451,76.73521505376344,136.6
Biržų r. sav.,2018,7,3,27.7,24393.0,1476.0,20.098790322580644,20.16532258064516,50.6617050067659,1012.04126344086,75.23924731182795,53.5
Kupiškio r. sav.,2018,7,4,30.0,17462.0,1080.0,20.479166666666668,20.59045698924731,53.0744248985115,1012.0361559139784,74.35215053763442,55.8
Panevėžio r. sav.,2018,7,4,35.4,35966.0,2177.0,20.479166666666668,20.59045698924731,53.0744248985115,1012.0361559139784,74.35215053763442,55.8
Panevėžio m. sav.,2018,7,10,1.6,91061.0,50.0,20.479166666666668,20.59045698924731,53.0744248985115,1012.0361559139784,74.35215053763442,55.8
Pasvalio r. sav.,2018,7,1,17.2,24493.0,1289.0,20.098790322580644,20.16532258064516,50.6617050067659,1012.04126344086,75.23924731182795,53.5
Rokiškio r. sav.,2018,7,6,29.8,30378.0,1806.0,19.713037634408604,19.835483870967742,60.43656207366985,1011.7264784946236,78.65591397849462,75.9
Panevėžio apskritis,2018,7,28,28.7,223753.0,7878.0,20.098790322580644,20.16532258064516,50.6617050067659,1012.04126344086,75.23924731182795,53.5
Akmenės r. sav.,2018,7,3,32.7,20365.0,844.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Joniškio r. sav.,2018,7,5,20.0,21868.0,1152.0,20.30470430107527,20.436021505376345,52.08513513513513,1012.554435483871,75.5241935483871,96.1
Kelmės r. sav.,2018,7,0,32.7,27689.0,1705.0,20.1872311827957,20.251881720430102,52.52901484480432,1012.124059139785,73.03494623655914,54.6
Radviliškio r. sav.,2018,7,2,26.0,36790.0,1634.0,20.30470430107527,20.436021505376345,52.08513513513513,1012.554435483871,75.5241935483871,96.1
Šiaulių m. sav.,2018,7,15,6.0,100824.0,82.0,20.30470430107527,20.436021505376345,52.08513513513513,1012.554435483871,75.5241935483871,96.1
Šiaulių r. sav.,2018,7,3,35.3,41137.0,1806.0,20.30470430107527,20.436021505376345,52.08513513513513,1012.554435483871,75.5241935483871,96.1
Šiaulių apskritis,2018,7,30,28.1,268546.0,8537.0,20.30470430107527,20.436021505376345,52.08513513513513,1012.554435483871,75.5241935483871,96.1
Jurbarko r. sav.,2018,7,0,38.1,26690.0,1506.0,20.1872311827957,20.251881720430102,52.52901484480432,1012.124059139785,73.03494623655914,54.6
Šilalės r. sav.,2018,7,6,28.7,23403.0,1188.0,19.569220430107528,19.64206989247312,48.87193460490463,1012.6403768506055,75.73118279569893,66.3
Tauragės r. sav.,2018,7,8,38.7,39422.0,1179.0,19.569220430107528,19.64206989247312,48.87193460490463,1012.6403768506055,75.73118279569893,66.3
Tauragės apskritis,2018,7,14,33.2,97565.0,4408.0,19.569220430107528,19.64206989247312,48.87193460490463,1012.6403768506055,75.73118279569893,66.3
Mažeikių r. sav.,2018,7,5,29.7,53275.0,1220.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Plungės r. sav.,2018,7,5,36.4,34611.0,1105.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Telšių r. sav.,2018,7,3,35.6,41805.0,1439.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Telšių apskritis,2018,7,13,36.7,137417.0,4349.0,20.33413978494624,20.388037634408605,45.92537313432836,1012.7537012113056,70.84677419354838,76.0
Anykščių r. sav.,2018,7,2,33.2,24703.0,1764.0,19.713037634408604,19.835483870967742,60.43656207366985,1011.7264784946236,78.65591397849462,75.9
Ignalinos r. sav.,2018,7,2,36.6,15831.0,1441.0,19.456720430107527,19.541129032258063,56.649595687331534,1011.5540322580644,79.78091397849462,99.7
Molėtų r. sav.,2018,7,8,31.6,18158.0,1367.0,19.713037634408604,19.835483870967742,60.43656207366985,1011.7264784946236,78.65591397849462,75.9
