,name,year,month,infection,forest cover,population
4650,Trakų r. sav.,2010,6,5,49.6,35006.0
4651,Alytaus apskritis,2010,7,1,49.1,164833.0
4652,Alytaus m. sav.,2010,7,0,31.8,63630.0
4653,Druskininkų sav.,2010,7,1,69.2,22656.0
4654,Alytaus r. sav.,2010,7,0,24.7,29052.0
4655,Lazdijų r. sav.,2010,7,0,34.9,23078.0
4656,Varėnos r. sav.,2010,7,0,69.1,26417.0
4657,Kauno apskritis,2010,7,117,29.6,629896.0
4658,Kauno m. sav.,2010,7,77,16.9,329542.0
4659,Jonavos r. sav.,2010,7,5,41.9,48036.0
4660,Kaišiadorių r. sav.,2010,7,7,31.5,34795.0
4661,Kauno r. sav.,2010,7,10,32.7,86978.0
4662,Kėdainių r. sav.,2010,7,11,25.5,56025.0
4663,Prienų r. sav.,2010,7,3,27.7,30989.0
4664,Raseinių r. sav.,2010,7,4,23.4,38852.0
4665,Klaipėdos apskritis,2010,7,17,26.4,350306.0
4666,Klaipėdos m. sav.,2010,7,9,19.9,168134.0
4667,Palangos m. sav.,2010,7,1,40.0,16212.0
4668,Klaipėdos r. sav.,2010,7,3,26.0,51843.0
4669,Kretingos r. sav.,2010,7,2,34.6,42607.0
4670,Skuodo r. sav.,2010,7,1,19.8,21394.0
4671,Šilutės r. sav.,2010,7,1,22.3,47713.0
4672,Marijampolės apskritis,2010,7,3,21.7,167143.0
4673,Marijampolės r. sav.,2010,7,1,,
4674,Šakių r. sav.,2010,7,1,22.9,33486.0
4675,Vilkaviškio r. sav.,2010,7,1,10.6,44128.0
4676,Panevėžio apskritis,2010,7,39,28.2,259374.0
4677,Panevėžio m. sav.,2010,7,19,2.2,103101.0
4678,Biržų r. sav.,2010,7,2,27.2,29439.0
4679,Kupiškio r. sav.,2010,7,6,29.3,21064.0
4680,Panevėžio r. sav.,2010,7,4,34.8,40377.0
4681,Pasvalio r. sav.,2010,7,2,17.0,29400.0
4682,Rokiškio r. sav.,2010,7,6,29.0,35993.0
4683,Šiaulių apskritis,2010,7,13,27.5,316278.0
4684,Šiaulių m. sav.,2010,7,7,5.6,114506.0
4685,Akmenės r. sav.,2010,7,0,32.4,24501.0
4686,Joniškio r. sav.,2010,7,0,20.0,27427.0
4687,Kelmės r. sav.,2010,7,3,31.1,33842.0
4688,Radviliškio r. sav.,2010,7,3,25.4,44518.0
4689,Šiaulių r. sav.,2010,7,0,34.8,46779.0
4690,Tauragės apskritis,2010,7,12,33.0,114763.0
4691,Jurbarko r. sav.,2010,7,1,38.1,31511.0
4692,Šilalės r. sav.,2010,7,0,28.4,27416.0
4693,Tauragės r. sav.,2010,7,11,38.4,45894.0
4694,Telšių apskritis,2010,7,20,36.1,157718.0
4695,Mažeikių r. sav.,2010,7,4,29.5,60471.0
4696,Plungės r. sav.,2010,7,0,36.0,39611.0
4697,Telšių r. sav.,2010,7,16,34.7,48655.0
4698,Utenos apskritis,2010,7,8,34.1,157472.0
4699,Visagino sav.,2010,7,0,57.6,23992.0
4700,Anykščių r. sav.,2010,7,4,32.2,29632.0
4701,Ignalinos r. sav.,2010,7,0,36.0,18961.0
4702,Molėtų r. sav.,2010,7,0,31.2,21238.0
4703,Utenos r. sav.,2010,7,1,33.1,44636.0
4704,Zarasų r. sav.,2010,7,3,37.2,19013.0
4705,Vilniaus apskritis,2010,7,124,43.7,824193.0
4706,Vilniaus m. sav.,2010,7,105,34.7,543191.0
4707,Šalčininkų r. sav.,2010,7,1,47.8,35357.0
4708,Širvintų r. sav.,2010,7,0,33.2,18166.0
4709,Švenčionių r. sav.,2010,7,4,60.0,28690.0
4710,Ukmergės r. sav.,2010,7,5,32.4,42042.0
4711,Vilniaus r. sav.,2010,7,9,40.3,95939.0
4712,Trakų r. sav.,2010,7,16,49.6,35006.0
4713,Alytaus apskritis,2010,8,5,49.1,164833.0
4714,Alytaus m. sav.,2010,8,2,31.8,63630.0
4715,Druskininkų sav.,2010,8,0,69.2,22656.0
4716,Alytaus r. sav.,2010,8,3,24.7,29052.0
4717,Lazdijų r. sav.,2010,8,0,34.9,23078.0
4718,Varėnos r. sav.,2010,8,0,69.1,26417.0
4719,Kauno apskritis,2010,8,122,29.6,629896.0
4720,Kauno m. sav.,2010,8,75,16.9,329542.0
4721,Jonavos r. sav.,2010,8,10,41.9,48036.0
4722,Kaišiadorių r. sav.,2010,8,6,31.5,34795.0
4723,Kauno r. sav.,2010,8,14,32.7,86978.0
4724,Kėdainių r. sav.,2010,8,7,25.5,56025.0
4725,Prienų r. sav.,2010,8,7,27.7,30989.0
4726,Raseinių r. sav.,2010,8,3,23.4,38852.0
4727,Klaipėdos apskritis,2010,8,16,26.4,350306.0
4728,Klaipėdos m. sav.,2010,8,6,19.9,168134.0
4729,Palangos m. sav.,2010,8,2,40.0,16212.0
4730,Klaipėdos r. sav.,2010,8,2,26.0,51843.0
4731,Kretingos r. sav.,2010,8,1,34.6,42607.0
4732,Skuodo r. sav.,2010,8,1,19.8,21394.0
4733,Šilutės r. sav.,2010,8,4,22.3,47713.0
4734,Marijampolės apskritis,2010,8,6,21.7,167143.0
4735,Marijampolės r. sav.,2010,8,5,,
4736,Šakių r. sav.,2010,8,1,22.9,33486.0
4737,Vilkaviškio r. sav.,2010,8,0,10.6,44128.0
4738,Panevėžio apskritis,2010,8,31,28.2,259374.0
4739,Panevėžio m. sav.,2010,8,21,2.2,103101.0
4740,Biržų r. sav.,2010,8,1,27.2,29439.0
4741,Kupiškio r. sav.,2010,8,0,29.3,21064.0
4742,Panevėžio r. sav.,2010,8,5,34.8,40377.0
4743,Pasvalio r. sav.,2010,8,2,17.0,29400.0
4744,Rokiškio r. sav.,2010,8,2,29.0,35993.0
4745,Šiaulių apskritis,2010,8,19,27.5,316278.0
4746,Šiaulių m. sav.,2010,8,4,5.6,114506.0
4747,Akmenės r. sav.,2010,8,0,32.4,24501.0
4748,Joniškio r. sav.,2010,8,1,20.0,27427.0
4749,Kelmės r. sav.,2010,8,3,31.1,33842.0
4750,Radviliškio r. sav.,2010,8,2,25.4,44518.0
4751,Šiaulių r. sav.,2010,8,2,34.8,46779.0
4752,Tauragės apskritis,2010,8,8,33.0,114763.0
4753,Jurbarko r. sav.,2010,8,0,38.1,31511.0
4754,Šilalės r. sav.,2010,8,0,28.4,27416.0
4755,Tauragės r. sav.,2010,8,8,38.4,45894.0
4756,Telšių apskritis,2010,8,32,36.1,157718.0
4757,Mažeikių r. sav.,2010,8,5,29.5,60471.0
4758,Plungės r. sav.,2010,8,11,36.0,39611.0
4759,Telšių r. sav.,2010,8,16,34.7,48655.0
4760,Utenos apskritis,2010,8,17,34.1,157472.0
4761,Visagino sav.,2010,8,0,57.6,23992.0
4762,Anykščių r. sav.,2010,8,7,32.2,29632.0
4763,Ignalinos r. sav.,2010,8,3,36.0,18961.0
4764,Molėtų r. sav.,2010,8,2,31.2,21238.0
4765,Utenos r. sav.,2010,8,1,33.1,44636.0
4766,Zarasų r. sav.,2010,8,4,37.2,19013.0
4767,Vilniaus apskritis,2010,8,140,43.7,824193.0
4768,Vilniaus m. sav.,2010,8,117,34.7,543191.0
4769,Šalčininkų r. sav.,2010,8,1,47.8,35357.0
4770,Širvintų r. sav.,2010,8,5,33.2,18166.0
4771,Švenčionių r. sav.,2010,8,3,60.0,28690.0
4772,Ukmergės r. sav.,2010,8,6,32.4,42042.0
4773,Vilniaus r. sav.,2010,8,8,40.3,95939.0
4774,Trakų r. sav.,2010,8,11,49.6,35006.0
4775,Alytaus apskritis,2010,9,5,49.1,164833.0
4776,Alytaus m. sav.,2010,9,1,31.8,63630.0
4777,Druskininkų sav.,2010,9,0,69.2,22656.0
4778,Alytaus r. sav.,2010,9,0,24.7,29052.0
4779,Lazdijų r. sav.,2010,9,0,34.9,23078.0
4780,Varėnos r. sav.,2010,9,4,69.1,26417.0
4781,Kauno apskritis,2010,9,101,29.6,629896.0
4782,Kauno m. sav.,2010,9,53,16.9,329542.0
4783,Jonavos r. sav.,2010,9,9,41.9,48036.0
4784,Kaišiadorių r. sav.,2010,9,10,31.5,34795.0
4785,Kauno r. sav.,2010,9,12,32.7,86978.0
4786,Kėdainių r. sav.,2010,9,6,25.5,56025.0
4787,Prienų r. sav.,2010,9,6,27.7,30989.0
4788,Raseinių r. sav.,2010,9,5,23.4,38852.0
4789,Klaipėdos apskritis,2010,9,34,26.4,350306.0
4790,Klaipėdos m. sav.,2010,9,15,19.9,168134.0
4791,Palangos m. sav.,2010,9,7,40.0,16212.0
4792,Klaipėdos r. sav.,2010,9,5,26.0,51843.0
4793,Kretingos r. sav.,2010,9,4,34.6,42607.0
4794,Skuodo r. sav.,2010,9,0,19.8,21394.0
4795,Šilutės r. sav.,2010,9,3,22.3,47713.0
4796,Marijampolės apskritis,2010,9,16,21.7,167143.0
4797,Marijampolės r. sav.,2010,9,10,,
4798,Šakių r. sav.,2010,9,2,22.9,33486.0
4799,Vilkaviškio r. sav.,2010,9,4,10.6,44128.0
4800,Panevėžio apskritis,2010,9,45,28.2,259374.0
4801,Panevėžio m. sav.,2010,9,19,2.2,103101.0
4802,Biržų r. sav.,2010,9,5,27.2,29439.0
4803,Kupiškio r. sav.,2010,9,3,29.3,21064.0
4804,Panevėžio r. sav.,2010,9,8,34.8,40377.0
4805,Pasvalio r. sav.,2010,9,1,17.0,29400.0
4806,Rokiškio r. sav.,2010,9,9,29.0,35993.0
4807,Šiaulių apskritis,2010,9,30,27.5,316278.0
4808,Šiaulių m. sav.,2010,9,13,5.6,114506.0
4809,Akmenės r. sav.,2010,9,0,32.4,24501.0
4810,Joniškio r. sav.,2010,9,2,20.0,27427.0
4811,Kelmės r. sav.,2010,9,3,31.1,33842.0
4812,Radviliškio r. sav.,2010,9,3,25.4,44518.0
4813,Šiaulių r. sav.,2010,9,4,34.8,46779.0
4814,Tauragės apskritis,2010,9,22,33.0,114763.0
4815,Jurbarko r. sav.,2010,9,1,38.1,31511.0
4816,Šilalės r. sav.,2010,9,3,28.4,27416.0
4817,Tauragės r. sav.,2010,9,18,38.4,45894.0
4818,Telšių apskritis,2010,9,46,36.1,157718.0
4819,Mažeikių r. sav.,2010,9,11,29.5,60471.0
4820,Plungės r. sav.,2010,9,14,36.0,39611.0
4821,Telšių r. sav.,2010,9,21,34.7,48655.0
4822,Utenos apskritis,2010,9,10,34.1,157472.0
4823,Visagino sav.,2010,9,0,57.6,23992.0
4824,Anykščių r. sav.,2010,9,8,32.2,29632.0
4825,Ignalinos r. sav.,2010,9,1,36.0,18961.0
4826,Molėtų r. sav.,2010,9,0,31.2,21238.0
4827,Utenos r. sav.,2010,9,1,33.1,44636.0
4828,Zarasų r. sav.,2010,9,0,37.2,19013.0
4829,Vilniaus apskritis,2010,9,160,43.7,824193.0
4830,Vilniaus m. sav.,2010,9,140,34.7,543191.0
4831,Šalčininkų r. sav.,2010,9,0,47.8,35357.0
4832,Širvintų r. sav.,2010,9,3,33.2,18166.0
4833,Švenčionių r. sav.,2010,9,2,60.0,28690.0
4834,Ukmergės r. sav.,2010,9,3,32.4,42042.0
4835,Vilniaus r. sav.,2010,9,12,40.3,95939.0
4836,Trakų r. sav.,2010,9,12,49.6,35006.0
4837,Alytaus apskritis,2010,10,6,49.1,164833.0
4838,Alytaus m. sav.,2010,10,3,31.8,63630.0
4839,Druskininkų sav.,2010,10,0,69.2,22656.0
4840,Alytaus r. sav.,2010,10,1,24.7,29052.0
4841,Lazdijų r. sav.,2010,10,1,34.9,23078.0
4842,Varėnos r. sav.,2010,10,1,69.1,26417.0
4843,Kauno apskritis,2010,10,88,29.6,629896.0
4844,Kauno m. sav.,2010,10,45,16.9,329542.0
4845,Jonavos r. sav.,2010,10,3,41.9,48036.0
4846,Kaišiadorių r. sav.,2010,10,6,31.5,34795.0
4847,Kauno r. sav.,2010,10,20,32.7,86978.0
4848,Kėdainių r. sav.,2010,10,6,25.5,56025.0
4849,Prienų r. sav.,2010,10,3,27.7,30989.0
4850,Raseinių r. sav.,2010,10,5,23.4,38852.0
4851,Klaipėdos apskritis,2010,10,26,26.4,350306.0
4852,Klaipėdos m. sav.,2010,10,15,19.9,168134.0
4853,Palangos m. sav.,2010,10,4,40.0,16212.0
4854,Klaipėdos r. sav.,2010,10,3,26.0,51843.0
4855,Kretingos r. sav.,2010,10,1,34.6,42607.0
4856,Skuodo r. sav.,2010,10,2,19.8,21394.0
4857,Šilutės r. sav.,2010,10,1,22.3,47713.0
4858,Marijampolės apskritis,2010,10,19,21.7,167143.0
4859,Marijampolės r. sav.,2010,10,16,,
4860,Šakių r. sav.,2010,10,2,22.9,33486.0
4861,Vilkaviškio r. sav.,2010,10,1,10.6,44128.0
4862,Panevėžio apskritis,2010,10,62,28.2,259374.0
4863,Panevėžio m. sav.,2010,10,31,2.2,103101.0
4864,Biržų r. sav.,2010,10,4,27.2,29439.0
4865,Kupiškio r. sav.,2010,10,12,29.3,21064.0
4866,Panevėžio r. sav.,2010,10,10,34.8,40377.0
4867,Pasvalio r. sav.,2010,10,1,17.0,29400.0
4868,Rokiškio r. sav.,2010,10,4,29.0,35993.0
4869,Šiaulių apskritis,2010,10,33,27.5,316278.0
4870,Šiaulių m. sav.,2010,10,14,5.6,114506.0
4871,Akmenės r. sav.,2010,10,0,32.4,24501.0
4872,Joniškio r. sav.,2010,10,4,20.0,27427.0
4873,Kelmės r. sav.,2010,10,1,31.1,33842.0
4874,Radviliškio r. sav.,2010,10,2,25.4,44518.0
4875,Šiaulių r. sav.,2010,10,7,34.8,46779.0
4876,Tauragės apskritis,2010,10,6,33.0,114763.0
4877,Jurbarko r. sav.,2010,10,0,38.1,31511.0
4878,Šilalės r. sav.,2010,10,0,28.4,27416.0
4879,Tauragės r. sav.,2010,10,6,38.4,45894.0
4880,Telšių apskritis,2010,10,25,36.1,157718.0
4881,Mažeikių r. sav.,2010,10,5,29.5,60471.0
4882,Plungės r. sav.,2010,10,9,36.0,39611.0
4883,Telšių r. sav.,2010,10,11,34.7,48655.0
4884,Utenos apskritis,2010,10,5,34.1,157472.0
4885,Visagino sav.,2010,10,0,57.6,23992.0
4886,Anykščių r. sav.,2010,10,3,32.2,29632.0
4887,Ignalinos r. sav.,2010,10,0,36.0,18961.0
4888,Molėtų r. sav.,2010,10,1,31.2,21238.0
4889,Utenos r. sav.,2010,10,0,33.1,44636.0
4890,Zarasų r. sav.,2010,10,1,37.2,19013.0
4891,Vilniaus apskritis,2010,10,114,43.7,824193.0
4892,Vilniaus m. sav.,2010,10,90,34.7,543191.0
4893,Šalčininkų r. sav.,2010,10,0,47.8,35357.0
4894,Širvintų r. sav.,2010,10,2,33.2,18166.0
4895,Švenčionių r. sav.,2010,10,10,60.0,28690.0
4896,Ukmergės r. sav.,2010,10,3,32.4,42042.0
4897,Vilniaus r. sav.,2010,10,9,40.3,95939.0
4898,Trakų r. sav.,2010,10,8,49.6,35006.0
4899,Alytaus apskritis,2010,11,3,49.1,164833.0
4900,Alytaus m. sav.,2010,11,2,31.8,63630.0
4901,Druskininkų sav.,2010,11,0,69.2,22656.0
4902,Alytaus r. sav.,2010,11,0,24.7,29052.0
4903,Lazdijų r. sav.,2010,11,1,34.9,23078.0
4904,Varėnos r. sav.,2010,11,0,69.1,26417.0
4905,Kauno apskritis,2010,11,60,29.6,629896.0
4906,Kauno m. sav.,2010,11,42,16.9,329542.0
4907,Jonavos r. sav.,2010,11,0,41.9,48036.0
4908,Kaišiadorių r. sav.,2010,11,3,31.5,34795.0
4909,Kauno r. sav.,2010,11,5,32.7,86978.0
4910,Kėdainių r. sav.,2010,11,6,25.5,56025.0
4911,Prienų r. sav.,2010,11,2,27.7,30989.0
4912,Raseinių r. sav.,2010,11,2,23.4,38852.0
4913,Klaipėdos apskritis,2010,11,20,26.4,350306.0
4914,Klaipėdos m. sav.,2010,11,7,19.9,168134.0
4915,Palangos m. sav.,2010,11,3,40.0,16212.0
4916,Klaipėdos r. sav.,2010,11,2,26.0,51843.0
4917,Kretingos r. sav.,2010,11,0,34.6,42607.0
4918,Skuodo r. sav.,2010,11,3,19.8,21394.0
4919,Šilutės r. sav.,2010,11,5,22.3,47713.0
4920,Marijampolės apskritis,2010,11,4,21.7,167143.0
4921,Marijampolės r. sav.,2010,11,3,,
4922,Šakių r. sav.,2010,11,0,22.9,33486.0
4923,Vilkaviškio r. sav.,2010,11,1,10.6,44128.0
4924,Panevėžio apskritis,2010,11,13,28.2,259374.0
4925,Panevėžio m. sav.,2010,11,5,2.2,103101.0
4926,Biržų r. sav.,2010,11,3,27.2,29439.0
4927,Kupiškio r. sav.,2010,11,2,29.3,21064.0
4928,Panevėžio r. sav.,2010,11,1,34.8,40377.0
4929,Pasvalio r. sav.,2010,11,1,17.0,29400.0
4930,Rokiškio r. sav.,2010,11,1,29.0,35993.0
4931,Šiaulių apskritis,2010,11,24,27.5,316278.0
4932,Šiaulių m. sav.,2010,11,14,5.6,114506.0
4933,Akmenės r. sav.,2010,11,0,32.4,24501.0
4934,Joniškio r. sav.,2010,11,0,20.0,27427.0
4935,Kelmės r. sav.,2010,11,3,31.1,33842.0
4936,Radviliškio r. sav.,2010,11,2,25.4,44518.0
4937,Šiaulių r. sav.,2010,11,5,34.8,46779.0
4938,Tauragės apskritis,2010,11,8,33.0,114763.0
4939,Jurbarko r. sav.,2010,11,0,38.1,31511.0
4940,Šilalės r. sav.,2010,11,0,28.4,27416.0
4941,Tauragės r. sav.,2010,11,8,38.4,45894.0
4942,Telšių apskritis,2010,11,13,36.1,157718.0
4943,Mažeikių r. sav.,2010,11,1,29.5,60471.0
4944,Plungės r. sav.,2010,11,8,36.0,39611.0
4945,Telšių r. sav.,2010,11,4,34.7,48655.0
4946,Utenos apskritis,2010,11,5,34.1,157472.0
4947,Visagino sav.,2010,11,0,57.6,23992.0
4948,Anykščių r. sav.,2010,11,2,32.2,29632.0
4949,Ignalinos r. sav.,2010,11,0,36.0,18961.0
4950,Molėtų r. sav.,2010,11,0,31.2,21238.0
4951,Utenos r. sav.,2010,11,3,33.1,44636.0
4952,Zarasų r. sav.,2010,11,0,37.2,19013.0
4953,Vilniaus apskritis,2010,11,110,43.7,824193.0
4954,Vilniaus m. sav.,2010,11,95,34.7,543191.0
4955,Šalčininkų r. sav.,2010,11,0,47.8,35357.0
4956,Širvintų r. sav.,2010,11,2,33.2,18166.0
4957,Švenčionių r. sav.,2010,11,3,60.0,28690.0
4958,Ukmergės r. sav.,2010,11,5,32.4,42042.0
4959,Vilniaus r. sav.,2010,11,5,40.3,95939.0
4960,Trakų r. sav.,2010,11,12,49.6,35006.0
4961,Alytaus apskritis,2010,12,3,49.1,164833.0
4962,Alytaus r. sav.,2010,12,0,24.7,29052.0
4963,Alytaus m. sav.,2010,12,0,31.8,63630.0
4964,Druskininkų sav.,2010,12,1,69.2,22656.0
4965,Lazdyjų r.,2010,12,2,,
4966,Varėnos r. sav.,2010,12,0,69.1,26417.0
4967,Kauno apskritis,2010,12,18,29.6,629896.0
4968,Jonavos r. sav.,2010,12,0,41.9,48036.0
4969,Kaišiadorių r. sav.,2010,12,0,31.5,34795.0
4970,Kauno m. sav.,2010,12,9,16.9,329542.0
4971,Kauno r. sav.,2010,12,4,32.7,86978.0
4972,Kėdainių r. sav.,2010,12,1,25.5,56025.0
4973,Prienų r. sav.,2010,12,4,27.7,30989.0
4974,Raseinių r. sav.,2010,12,0,23.4,38852.0
4975,Klaipėdos apskritis,2010,12,10,26.4,350306.0
4976,Klaipėdos m. sav.,2010,12,5,19.9,168134.0
4977,Klaipėdos r. sav.,2010,12,2,26.0,51843.0
4978,Kretingos r. sav.,2010,12,0,34.6,42607.0
4979,Palangos m. sav.,2010,12,1,40.0,16212.0
4980,Šilutės r. sav.,2010,12,1,22.3,47713.0
4981,Skuodo r. sav.,2010,12,1,19.8,21394.0
4982,Marijampolės apskritis,2010,12,4,21.7,167143.0
4983,Marijampolės r. sav.,2010,12,3,,
4984,Šakių r. sav.,2010,12,0,22.9,33486.0
4985,Vilkaviškio r. sav.,2010,12,1,10.6,44128.0
4986,Panevėžio apskritis,2010,12,11,28.2,259374.0
4987,Biržų r. sav.,2010,12,1,27.2,29439.0
4988,Kupiškio r. sav.,2010,12,2,29.3,21064.0
4989,Panevėžio r. sav.,2010,12,1,34.8,40377.0
4990,Panevėžio m. sav.,2010,12,4,2.2,103101.0
4991,Pasvalio r. sav.,2010,12,0,17.0,29400.0
4992,Rokiškio r. sav.,2010,12,3,29.0,35993.0
4993,Šiaulių apskritis,2010,12,8,27.5,316278.0
4994,Akmenės r. sav.,2010,12,0,32.4,24501.0
4995,Joniškio r. sav.,2010,12,0,20.0,27427.0
4996,Kelmės r. sav.,2010,12,0,31.1,33842.0
4997,Radviliškio r. sav.,2010,12,0,25.4,44518.0
4998,Šiaulių m. sav.,2010,12,5,5.6,114506.0
4999,Šiaulių r. sav.,2010,12,1,34.8,46779.0
5000,Tauragės apskritis,2010,12,3,33.0,114763.0
5001,Jurbarko r. sav.,2010,12,0,38.1,31511.0
5002,Šilalės r. sav.,2010,12,0,28.4,27416.0
5003,Tauragės r. sav.,2010,12,3,38.4,45894.0
5004,Telšių apskritis,2010,12,10,36.1,157718.0
5005,Mažeikių r. sav.,2010,12,4,29.5,60471.0
5006,Plungės r. sav.,2010,12,4,36.0,39611.0
5007,Telšių r. sav.,2010,12,2,34.7,48655.0
5008,Utenos apskritis,2010,12,7,34.1,157472.0
5009,Anykščių r. sav.,2010,12,0,32.2,29632.0
5010,Ignalinos r. sav.,2010,12,1,36.0,18961.0
5011,Molėtų r. sav.,2010,12,3,31.2,21238.0
5012,Utenos r. sav.,2010,12,1,33.1,44636.0
5013,Visagino sav.,2010,12,0,57.6,23992.0
5014,Zarasų r. sav.,2010,12,2,37.2,19013.0
5015,Vilniaus apskritis,2010,12,47,43.7,824193.0
5016,Vilniaus m. sav.,2010,12,37,34.7,543191.0
5017,Šalčininkų r. sav.,2010,12,0,47.8,35357.0
5018,Širvintų r. sav.,2010,12,1,33.2,18166.0
5019,Švenčionių r. sav.,2010,12,2,60.0,28690.0
5020,Ukmergės r. sav.,2010,12,1,32.4,42042.0
5021,Vilniaus r. sav.,2010,12,3,40.3,95939.0
5022,Trakų r. sav.,2010,12,3,49.6,35006.0
5023,name,year,month,infection,,
5024,Alytaus r. sav.,2011,1,0,24.5,28210.0
5025,Alytaus m. sav.,2011,1,0,31.8,60302.0
5026,Druskininkų sav.,2011,1,0,68.7,21876.0
5027,Lazdyjų r.,2011,1,0,,
5028,Varėnos r. sav.,2011,1,1,68.9,25506.0
5029,Alytaus apskritis,2011,1,1,49.1,158403.0
5030,Birštono sav.,2011,1,0,46.5,4593.0
5031,Jonavos r. sav.,2011,1,2,41.9,46653.0
5032,Kaišiadorių r. sav.,2011,1,0,31.5,33920.0
5033,Kauno m. sav.,2011,1,4,16.9,317319.0
5034,Kauno r. sav.,2011,1,1,32.7,85922.0
5035,Kėdainių r. sav.,2011,1,1,25.5,54254.0
5036,Prienų r. sav.,2011,1,1,27.7,29936.0
5037,Raseinių r. sav.,2011,1,0,23.4,37628.0
5038,Kauno apskritis,2011,1,9,29.6,610225.0
5039,Klaipėdos m. sav.,2011,1,0,19.9,162898.0
5040,Klaipėdos r. sav.,2011,1,1,26.0,51279.0
5041,Kretingos r. sav.,2011,1,0,34.6,41461.0
5042,Neringos sav.,2011,1,0,83.0,2564.0
5043,Palangos m. sav.,2011,1,0,40.0,15771.0
5044,Šilutės r. sav.,2011,1,0,22.3,45380.0
5045,Skuodo r. sav.,2011,1,0,19.8,20694.0
5046,Klaipėdos apskritis,2011,1,1,26.4,340047.0
5047,Marijampolės r. sav.,2011,1,0,,
5048,Šakių r. sav.,2011,1,0,22.9,32590.0
5049,Vilkaviškio r. sav.,2011,1,0,10.6,42710.0
5050,Marijampolės apskritis,2011,1,0,21.7,162205.0
5051,Biržų r. sav.,2011,1,0,27.1,28322.0
5052,Kupiškio r. sav.,2011,1,1,29.3,20355.0
5053,Panevėžio r. sav.,2011,1,3,34.8,39164.0
5054,Panevėžio m. sav.,2011,1,9,2.2,100027.0
5055,Pasvalio r. sav.,2011,1,0,17.0,28511.0
5056,Rokiškio r. sav.,2011,1,0,29.0,35022.0
5057,Panevėžio apskritis,2011,1,13,28.2,251401.0
5058,Akmenės r. sav.,2011,1,0,32.4,23460.0
5059,Joniškio r. sav.,2011,1,0,20.1,26322.0
5060,Kelmės r. sav.,2011,1,1,31.1,32566.0
5061,Radviliškio r. sav.,2011,1,0,25.4,42606.0
5062,Šiaulių m. sav.,2011,1,1,5.6,109748.0
5063,Šiaulių r. sav.,2011,1,0,34.8,44561.0
5064,Šiaulių apskritis,2011,1,2,27.5,303110.0
5065,Jurbarko r. sav.,2011,1,0,38.1,30331.0
5066,Šilalės r. sav.,2011,1,0,28.4,26586.0
5067,Tauragės r. sav.,2011,1,3,38.4,44059.0
5068,Tauragės apskritis,2011,1,3,33.0,110511.0
5069,Mažeikių r. sav.,2011,1,1,29.5,58431.0
5070,Plungės r. sav.,2011,1,2,36.0,38275.0
5071,Telšių r. sav.,2011,1,1,34.7,47171.0
5072,Telšių apskritis,2011,1,4,36.1,152594.0
5073,Anykščių r. sav.,2011,1,1,32.2,28782.0
5074,Ignalinos r. sav.,2011,1,0,36.0,18468.0
5075,Molėtų r. sav.,2011,1,1,31.2,20751.0
5076,Utenos r. sav.,2011,1,1,33.1,43396.0
5077,Visagino sav.,2011,1,0,57.6,22708.0
5078,Zarasų r. sav.,2011,1,1,37.2,18472.0
5079,Utenos apskritis,2011,1,4,34.1,152577.0
5080,Šalčininkų r. sav.,2011,1,1,48.0,34671.0
5081,Širvintų r. sav.,2011,1,1,33.2,17659.0
5082,Švenčionių r. sav.,2011,1,1,59.9,27961.0
5083,Trakų r. sav.,2011,1,1,49.7,34453.0
5084,Ukmergės r. sav.,2011,1,1,32.4,40270.0
5085,Vilniaus r. sav.,2011,1,1,41.6,95313.0
5086,Vilniaus m. sav.,2011,1,20,34.5,536127.0
5087,Vilniaus apskritis,2011,1,26,44.0,811515.0
5088,Alytaus r. sav.,2011,2,1,24.5,28210.0
5089,Alytaus m. sav.,2011,2,1,31.8,60302.0
5090,Druskininkų sav.,2011,2,0,68.7,21876.0
5091,Lazdyjų r.,2011,2,0,,
5092,Varėnos r. sav.,2011,2,0,68.9,25506.0
5093,Alytaus apskritis,2011,2,2,49.1,158403.0
5094,Birštono sav.,2011,2,0,46.5,4593.0
5095,Jonavos r. sav.,2011,2,0,41.9,46653.0
5096,Kaišiadorių r. sav.,2011,2,0,31.5,33920.0
5097,Kauno m. sav.,2011,2,3,16.9,317319.0
5098,Kauno r. sav.,2011,2,1,32.7,85922.0
5099,Kėdainių r. sav.,2011,2,0,25.5,54254.0
5100,Prienų r. sav.,2011,2,1,27.7,29936.0
5101,Raseinių r. sav.,2011,2,0,23.4,37628.0
5102,Kauno apskritis,2011,2,5,29.6,610225.0
5103,Klaipėdos m. sav.,2011,2,1,19.9,162898.0
5104,Klaipėdos r. sav.,2011,2,1,26.0,51279.0
5105,Kretingos r. sav.,2011,2,0,34.6,41461.0
5106,Neringos sav.,2011,2,0,83.0,2564.0
5107,Palangos m. sav.,2011,2,0,40.0,15771.0
5108,Šilutės r. sav.,2011,2,3,22.3,45380.0
5109,Skuodo r. sav.,2011,2,0,19.8,20694.0
5110,Klaipėdos apskritis,2011,2,5,26.4,340047.0
5111,Marijampolės r. sav.,2011,2,1,,
5112,Šakių r. sav.,2011,2,0,22.9,32590.0
5113,Vilkaviškio r. sav.,2011,2,0,10.6,42710.0
5114,Marijampolės apskritis,2011,2,1,21.7,162205.0
5115,Biržų r. sav.,2011,2,1,27.1,28322.0
5116,Kupiškio r. sav.,2011,2,0,29.3,20355.0
